ID,Class
3268,AGGRESSIVE
3269,AGGRESSIVE
3270,SLOW
3271,SLOW
3272,SLOW
3273,SLOW
3274,SLOW
3275,SLOW
3276,SLOW
3277,SLOW
3278,SLOW
3279,SLOW
3280,SLOW
3281,SLOW
3282,SLOW
3283,SLOW
3284,AGGRESSIVE
3285,AGGRESSIVE
3286,SLOW
3287,SLOW
3288,SLOW
3289,SLOW
3290,SLOW
3291,SLOW
3292,SLOW
3293,SLOW
3294,AGGRESSIVE
3295,AGGRESSIVE
3296,SLOW
3297,SLOW
3298,SLOW
3299,SLOW
3300,SLOW
3301,SLOW
3302,SLOW
3303,SLOW
3304,SLOW
3305,SLOW
3306,SLOW
3307,SLOW
3308,SLOW
3309,SLOW
3310,AGGRESSIVE
3311,SLOW
3312,SLOW
3313,SLOW
3314,SLOW
3315,SLOW
3316,SLOW
3317,SLOW
3318,SLOW
3319,SLOW
3320,SLOW
3321,SLOW
3322,SLOW
3323,SLOW
3324,SLOW
3325,SLOW
3326,SLOW
3327,SLOW
3328,SLOW
3329,SLOW
3330,SLOW
3331,SLOW
3332,NORMAL
3333,SLOW
3334,SLOW
3335,SLOW
3336,SLOW
3337,SLOW
3338,SLOW
3339,SLOW
3340,SLOW
3341,SLOW
3342,SLOW
3343,SLOW
3344,SLOW
3345,SLOW
3346,SLOW
3347,SLOW
3348,SLOW
3349,SLOW
3350,SLOW
3351,SLOW
3352,SLOW
3353,SLOW
3354,AGGRESSIVE
3355,SLOW
3356,AGGRESSIVE
3357,SLOW
3358,SLOW
3359,SLOW
3360,SLOW
3361,AGGRESSIVE
3362,AGGRESSIVE
3363,AGGRESSIVE
3364,NORMAL
3365,AGGRESSIVE
3366,AGGRESSIVE
3367,AGGRESSIVE
3368,NORMAL
3369,AGGRESSIVE
3370,AGGRESSIVE
3371,SLOW
3372,AGGRESSIVE
3373,AGGRESSIVE
3374,AGGRESSIVE
3375,SLOW
3376,SLOW
3377,SLOW
3378,SLOW
3379,SLOW
3380,SLOW
3381,SLOW
3382,SLOW
3383,SLOW
3384,AGGRESSIVE
3385,SLOW
3386,AGGRESSIVE
3387,AGGRESSIVE
3388,AGGRESSIVE
3389,SLOW
3390,AGGRESSIVE
3391,AGGRESSIVE
3392,AGGRESSIVE
3393,AGGRESSIVE
3394,NORMAL
3395,SLOW
3396,AGGRESSIVE
3397,SLOW
3398,AGGRESSIVE
3399,SLOW
3400,SLOW
3401,AGGRESSIVE
3402,AGGRESSIVE
3403,AGGRESSIVE
3404,SLOW
3405,AGGRESSIVE
3406,AGGRESSIVE
3407,AGGRESSIVE
3408,AGGRESSIVE
3409,AGGRESSIVE
3410,AGGRESSIVE
3411,AGGRESSIVE
3412,AGGRESSIVE
3413,AGGRESSIVE
3414,SLOW
3415,AGGRESSIVE
3416,SLOW
3417,AGGRESSIVE
3418,SLOW
3419,SLOW
3420,SLOW
3421,SLOW
3422,SLOW
3423,SLOW
3424,SLOW
3425,SLOW
3426,SLOW
3427,SLOW
3428,SLOW
3429,SLOW
3430,SLOW
3431,SLOW
3432,SLOW
3433,SLOW
3434,SLOW
3435,SLOW
3436,SLOW
3437,SLOW
3438,SLOW
3439,SLOW
3440,SLOW
3441,SLOW
3442,SLOW
3443,SLOW
3444,SLOW
3445,SLOW
3446,SLOW
3447,SLOW
3448,SLOW
3449,SLOW
3450,SLOW
3451,SLOW
3452,SLOW
3453,SLOW
3454,NORMAL
3455,NORMAL
3456,NORMAL
3457,SLOW
3458,SLOW
3459,NORMAL
3460,SLOW
3461,NORMAL
3462,AGGRESSIVE
3463,SLOW
3464,SLOW
3465,AGGRESSIVE
3466,AGGRESSIVE
3467,NORMAL
3468,SLOW
3469,SLOW
3470,SLOW
3471,SLOW
3472,SLOW
3473,SLOW
3474,AGGRESSIVE
3475,SLOW
